Movie ID,Title,Poster Path,Genres,Overview,Keywords,Cast,Director,Release Year,Runtime,Language,IMDb Rating,Vote Count,Popularity,Trailer Link
2851,The Avengers,,Science Fiction Action Adventure,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",new york shield marvel comic superhero based on comic book,Robert Downey Jr. Chris Evans Mark Ruffalo Chris Hemsworth Scarlett Johansson,Joss Whedon,25,143,English,8.4,193492,58.2,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4505,Captain America: Civil War,,Adventure Action Science Fiction,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",civil war war marvel comic sequel superhero,Chris Evans Robert Downey Jr. Scarlett Johansson Sebastian Stan Anthony Mackie,Anthony Russo,27,147,English,8.1,125851,61.3,https://www.youtube.com/watch?v=dQw4w9WgXcQ
230,Fight Club,,Drama,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",support group dual identity nihilism rage and hate insomnia,Edward Norton Brad Pitt Meat Loaf Jared Leto Helena Bonham Carter,David Fincher,15,139,English,9.3,156831,58.3,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4217,Big Hero 6,,Adventure Family Animation Action Comedy,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",brother brother relationship hero talent revenge best friend,Scott Adsit Ryan Potter Daniel Henney T.J. Miller Jamie Chung,Chris Williams,24,102,English,8.8,97122,61.6,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4550,The Martian,,Drama Adventure Science Fiction,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",based on novel mars nasa isolation botanist,Matt Damon Jessica Chastain Kristen Wiig Jeff Daniels Michael Pe\u00f1a,Ridley Scott,30,141,English,8.6,127954,59.5,https://www.youtube.com/watch?v=dQw4w9WgXcQ
55,The Lord of the Rings: The Fellowship of the Ring,,Adventure Fantasy Action,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",elves dwarves orcs middle-earth (tolkien) hobbit,Elijah Wood Ian McKellen Cate Blanchett Orlando Bloom Sean Bean,Peter Jackson,18,178,English,9.0,141347,57.8,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4080,The Hunger Games: Mockingjay - Part 1,,Science Fiction Adventure Thriller,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,resistance post-apocalyptic dystopia war sequel,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Donald Sutherland,Francis Lawrence,18,123,English,7.6,99638,61.7,https://www.youtube.com/watch?v=dQw4w9WgXcQ
127,The Shawshank Redemption,,Drama Crime,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",prison corruption police brutality prison cell delinquent,Tim Robbins Morgan Freeman Bob Gunton Clancy Brown Mark Rolston,Frank Darabont,23,142,English,9.5,141691,57.7,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4,Forrest Gump,,Comedy Drama Romance,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",vietnam veteran hippie mentally disabled running based on novel,Tom Hanks Robin Wright Gary Sinise Mykelti Williamson Sally Field,Robert Zemeckis,06,142,English,9.2,128978,57.8,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4049,Dawn of the Planet of the Apes,,Science Fiction Action Drama Thriller,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",leader colony post-apocalyptic dystopia forest,Andy Serkis Jason Clarke Gary Oldman Keri Russell Toby Kebbell,Matt Reeves,26,130,English,8.3,72647,63.9,https://www.youtube.com/watch?v=dQw4w9WgXcQ
568,Iron Man,,Action Science Fiction Adventure,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",middle east arms dealer malibu marvel comic superhero,Robert Downey Jr. Terrence Howard Jeff Bridges Shaun Toub Gwyneth Paltrow,Jon Favreau,30,126,English,8.4,144775,56.8,https://www.youtube.com/watch?v=dQw4w9WgXcQ
305,Pulp Fiction,,Thriller Crime,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",transporter brothel drug dealer boxer massage,John Travolta Samuel L. Jackson Uma Thurman Bruce Willis Ving Rhames,Quentin Tarantino,08,154,English,9.3,137910,56.9,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3453,The Dark Knight Rises,,Action Crime Drama Thriller,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",dc comics crime fighter terrorist secret identity burglar,Christian Bale Michael Caine Gary Oldman Anne Hathaway Tom Hardy,Christopher Nolan,16,165,English,8.6,152001,56.3,https://www.youtube.com/watch?v=dQw4w9WgXcQ
57,The Lord of the Rings: The Return of the King,,Adventure Fantasy Action,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.",elves orcs middle-earth (tolkien) based on novel suspicion,Elijah Wood Ian McKellen Viggo Mortensen Liv Tyler Orlando Bloom,Peter Jackson,01,201,English,9.1,130396,57.0,https://www.youtube.com/watch?v=dQw4w9WgXcQ
260,The Matrix,,Action Science Fiction,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",saving the world artificial intelligence man vs machine philosophy prophecy,Keanu Reeves Laurence Fishburne Carrie-Anne Moss Hugo Weaving Gloria Foster,Lilly Wachowski,30,136,English,8.9,146349,55.9,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3971,Avengers: Age of Ultron,,Action Adventure Science Fiction,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",marvel comic sequel superhero based on comic book vision,Robert Downey Jr. Chris Hemsworth Mark Ruffalo Chris Evans Scarlett Johansson,Joss Whedon,22,141,English,8.3,110449,57.6,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3457,The Hobbit: An Unexpected Journey,,Adventure Fantasy Action,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",riddle elves dwarves orcs middle-earth (tolkien),Ian McKellen Martin Freeman Richard Armitage Andy Serkis Cate Blanchett,Peter Jackson,26,169,English,8.0,141553,56.1,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4012,Frozen,,Animation Adventure Family,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",queen musical princess betrayal snowman,Kristen Bell Idina Menzel Jonathan Groff Josh Gad Santino Fontana,Chris Buck,27,102,English,8.3,90984,59.4,https://www.youtube.com/watch?v=dQw4w9WgXcQ
110,The Godfather,,Drama Crime,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",italy love at first sight loss of father patriarch organized crime,Marlon Brando Al Pacino James Caan Richard S. Castellano Robert Duvall,Francis Ford Coppola,14,175,English,9.4,102433,58.1,https://www.youtube.com/watch?v=dQw4w9WgXcQ
124,Batman Begins,,Action Crime Drama,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",himalaya martial arts dc comics crime fighter secret identity,Christian Bale Michael Caine Liam Neeson Katie Holmes Gary Oldman,Christopher Nolan,10,140,English,8.5,116022,56.5,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4140,Inside Out,,Drama Comedy Animation Family,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",dream cartoon imaginary friend animation family,Amy Poehler Phyllis Smith Richard Kind Bill Hader Lewis Black,Pete Docter,09,94,English,9.0,104657,57.3,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4310,Gone Girl,,Mystery Thriller Drama,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",based on novel marriage crisis disappearance cheating husband missing person,Ben Affleck Rosamund Pike Carrie Coon Neil Patrick Harris Tyler Perry,David Fincher,01,145,English,8.9,94433,58.1,https://www.youtube.com/watch?v=dQw4w9WgXcQ
2,Star Wars,,Adventure Action Science Fiction,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,android galaxy hermit death star lightsaber,Mark Hamill Harrison Ford Carrie Fisher Peter Cushing Alec Guinness,George Lucas,25,121,English,9.1,106812,57.1,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4292,The Imitation Game,,History Drama Thriller War,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",gay england world war ii mathematician biography,Benedict Cumberbatch Keira Knightley Matthew Goode Rory Kinnear Allen Leech,Morten Tyldum,14,113,English,9.0,95275,58.2,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3692,Django Unchained,,Drama Western,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",bounty hunter hero plantation society friendship,Jamie Foxx Christoph Waltz Leonardo DiCaprio Kerry Washington Samuel L. Jackson,Quentin Tarantino,25,165,English,8.8,157678,54.6,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4411,Whiplash,,Drama,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",jazz obsession conservatory music teacher new york city,Miles Teller J.K. Simmons Melissa Benoist Austin Stowell Jayson Blair,Damien Chazelle,10,105,English,9.3,71328,60.9,https://www.youtube.com/watch?v=dQw4w9WgXcQ
56,The Lord of the Rings: The Two Towers,,Adventure Fantasy Action,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",elves orcs middle-earth (tolkien) hobbit based on novel,Elijah Wood Ian McKellen Viggo Mortensen Liv Tyler Orlando Bloom,Peter Jackson,18,179,English,9.0,124880,56.0,https://www.youtube.com/watch?v=dQw4w9WgXcQ
298,Harry Potter and the Philosopher's Stone,,Adventure Fantasy Family,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",witch christmas party magic cutting the cord halloween,Daniel Radcliffe Rupert Grint Emma Watson Richard Harris Tom Felton,Chris Columbus,16,152,English,8.5,119534,56.2,https://www.youtube.com/watch?v=dQw4w9WgXcQ
299,Harry Potter and the Chamber of Secrets,,Adventure Fantasy Family,"Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks.",flying car witch magic cutting the cord child hero,Daniel Radcliffe Rupert Grint Emma Watson Richard Harris Alan Rickman,Chris Columbus,13,161,English,8.4,101656,57.5,https://www.youtube.com/watch?v=dQw4w9WgXcQ
18,Pirates of the Caribbean: Dead Man's Chest,,Adventure Fantasy Action,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",witch fortune teller bondage exotic island monster,Johnny Depp Orlando Bloom Keira Knightley Stellan Skarsg\u00e5rd Bill Nighy,Gore Verbinski,20,151,English,8.0,90823,58.3,https://www.youtube.com/watch?v=dQw4w9WgXcQ
256,Titanic,,Drama Romance Thriller,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",shipwreck iceberg ship panic titanic,Kate Winslet Leonardo DiCaprio Frances Fisher Billy Zane Kathy Bates,James Cameron,18,194,English,8.5,119313,55.6,https://www.youtube.com/watch?v=dQw4w9WgXcQ
2705,Despicable Me,,Animation Family,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",adoptive father orphanage life's dream rivalry stealing,Steve Carell Jason Segel Russell Brand Julie Andrews Will Arnett,Pierre Coffin,08,95,English,8.1,112217,56.4,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4074,X-Men: Days of Future Past,,Action Adventure Fantasy Science Fiction,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,1970s mutant time travel marvel comic based on comic book,Hugh Jackman James McAvoy Michael Fassbender Jennifer Lawrence Halle Berry,Bryan Singer,15,131,English,8.5,96388,56.7,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4274,The Maze Runner,,Action Mystery Science Fiction Thriller,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",based on novel maze post-apocalyptic dystopia escape,Dylan O'Brien Ki Hong Lee Kaya Scodelario Aml Ameen Blake Cooper,Wes Ball,10,113,English,8.0,90117,57.5,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3164,Skyfall,,Action Adventure Thriller,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",spy secret agent sociopath killer art gallery,Daniel Craig Judi Dench Javier Bardem Ralph Fiennes Naomie Harris,Sam Mendes,25,143,English,7.9,130585,55.2,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3985,Ant-Man,,Science Fiction Action Adventure,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",marvel comic superhero based on comic book aftercreditsstinger duringcreditsstinger,Paul Rudd Michael Douglas Evangeline Lilly Corey Stoll Bobby Cannavale,Peyton Reed,14,117,English,8.0,102084,56.8,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3693,Iron Man 3,,Action Adventure Science Fiction,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",terrorist war on terror tennessee malibu marvel comic,Robert Downey Jr. Gwyneth Paltrow Don Cheadle Guy Pearce Rebecca Hall,Shane Black,18,130,English,7.8,142955,54.4,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4385,Lucy,,Action Science Fiction,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",artificial intelligence telepathy intelligence drug mule telekinesis,Scarlett Johansson Morgan Freeman Choi Min-sik Amr Waked Julian Rhind-Tutt,Luc Besson,14,89,English,7.3,98950,56.5,https://www.youtube.com/watch?v=dQw4w9WgXcQ
593,Pirates of the Caribbean: On Stranger Tides,,Adventure Action Fantasy,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",sea captain mutiny sword prime minister,Johnny Depp Pen\u00e9lope Cruz Ian McShane Kevin McNally Geoffrey Rush,Rob Marshall,14,136,English,7.4,87398,57.7,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4418,X-Men: Apocalypse,,Science Fiction,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",mutant supernatural powers marvel comic superhero based on comic book,James McAvoy Michael Fassbender Jennifer Lawrence Nicholas Hoult Oscar Isaac,Bryan Singer,18,144,English,7.4,88384,57.9,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3712,The Hunger Games,,Science Fiction Adventure Fantasy,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",hallucination dystopia female protagonist bow and arrow knife throwing,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,Gary Ross,12,142,English,7.9,149561,53.8,https://www.youtube.com/watch?v=dQw4w9WgXcQ
4537,The Revenant,,Western Drama Adventure Thriller,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",father son relationship rape based on novel mountains winter,Leonardo DiCaprio Tom Hardy Will Poulter Domhnall Gleeson Paul Anderson,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu,25,156,English,8.3,115273,55.7,https://www.youtube.com/watch?v=dQw4w9WgXcQ
246,"Monsters, Inc.",,Animation Comedy Family,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",monster infant energy supply company rivalry,John Goodman Billy Crystal Mary Gibbs Steve Buscemi James Coburn,Unknown Director,01,92,English,8.5,99277,56.0,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3946,Despicable Me 2,,Animation Comedy Family,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,secret agent bakery falling in love father daughter relationship duringcreditsstinger,Steve Carell Kristen Wiig Benjamin Bratt Miranda Cosgrove Russell Brand,Pierre Coffin,25,98,English,8.0,88973,57.7,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3455,Gravity,,Science Fiction Thriller Drama,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",space mission loss space astronaut trapped in space,Sandra Bullock George Clooney Ed Harris Orto Ignatiussen Phaldut Sharma,Alfonso Cuar\u00f3n,27,91,English,8.3,100535,56.2,https://www.youtube.com/watch?v=dQw4w9WgXcQ
2330,Up,,Animation Comedy Family Adventure,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",age difference central and south america balloon animation floating in the air,Ed Asner Christopher Plummer Jordan Nagai Bob Peterson Delroy Lindo,Pete Docter,13,96,English,8.7,108445,55.2,https://www.youtube.com/watch?v=dQw4w9WgXcQ
3466,Man of Steel,,Action Adventure Fantasy Science Fiction,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",saving the world dc comics superhero based on comic book superhuman,Henry Cavill Amy Adams Michael Shannon Kevin Costner Diane Lane,Zack Snyder,12,143,English,7.5,100493,55.6,https://www.youtube.com/watch?v=dQw4w9WgXcQ
